,Country,ISO,Sex,Year of birth,Mean height (cm),Mean height lower 95% uncertainty interval (cm),Mean height upper 95% uncertainty interval (cm)
35955,Senegal,SEN,Women,1996,162.51676519999995,161.17156709999998,163.8246791
36056,Serbia,SRB,Women,1996,167.69019609999995,166.4674105,168.88765519999995
36157,Seychelles,SYC,Women,1996,162.0758377,160.3709749,163.8154706
36258,Sierra Leone,SLE,Women,1996,156.59817560000005,155.3802368,157.7810584
36359,Singapore,SGP,Women,1996,160.3199341,158.6271526,162.0199951
36460,Slovakia,SVK,Women,1996,167.4661191,166.10520549999995,168.8811628
36561,Slovenia,SVN,Women,1996,166.05122930000005,164.7819927,167.2989629
36662,Solomon Islands,SLB,Women,1996,154.4162304,152.4402876,156.3988585
36763,Somalia,SOM,Women,1996,156.06139009999995,150.6100397,161.5646601
36864,South Africa,ZAF,Women,1996,158.02605730000005,157.1426126,158.9429642
36965,South Korea,KOR,Women,1996,162.3352853,161.5416021,163.1111988
37066,Spain,ESP,Women,1996,163.3978007,162.03443090000005,164.74239430000003
37167,Sri Lanka,LKA,Women,1996,154.5649118,152.63175790000003,156.53107749999995
37268,Sudan,SDN,Women,1996,156.03802530000004,150.8921079,161.11955849999995
37369,Suriname,SUR,Women,1996,160.6629909,155.3330955,166.1662464
37470,Swaziland,SWZ,Women,1996,158.635578,157.27074330000005,159.98301709999996
37571,Sweden,SWE,Women,1996,165.69746899999996,163.7925201,167.6623695
37672,Switzerland,CHE,Women,1996,163.4526375,160.9972544,165.8651361
37773,Syrian Arab Republic,SYR,Women,1996,158.6470419,153.5046639,164.04528159999995
37874,Taiwan,TWN,Women,1996,161.45346980000005,159.64439330000005,163.2790102
37975,Tajikistan,TJK,Women,1996,157.327442,155.9567474,158.6876205
38076,Tanzania,TZA,Women,1996,155.8614517,154.7379096,157.0145794
38177,Thailand,THA,Women,1996,157.8689636,156.6741093,159.1121399
38278,Timor-Leste,TLS,Women,1996,151.1508345,149.7895564,152.54125180000003
38379,Togo,TGO,Women,1996,158.3035391,157.1651116,159.4434531
38480,Tokelau,TKL,Women,1996,162.4640311,159.74756430000005,165.13539369999995
38581,Tonga,TON,Women,1996,165.5203371,163.801314,167.3142487
38682,Trinidad and Tobago,TTO,Women,1996,160.6408952,157.37535390000005,163.8799725
38783,Tunisia,TUN,Women,1996,160.35451730000003,158.8410677,161.815744
38884,Turkey,TUR,Women,1996,160.4951587,159.4361461,161.5302229
38985,Turkmenistan,TKM,Women,1996,161.7255615,159.91605259999997,163.5484118
39086,Tuvalu,TUV,Women,1996,158.1003285,154.0619697,162.133705
39187,Uganda,UGA,Women,1996,156.71879750000005,155.6284603,157.7630842
39288,Ukraine,UKR,Women,1996,166.3392264,160.7041579,172.1585478
39389,United Arab Emirates,ARE,Women,1996,158.6805869,153.48329640000003,164.0575072
39490,United Kingdom,GBR,Women,1996,164.40205469999995,163.7619568,165.035211
39591,United States of America,USA,Women,1996,163.5381372,162.5804736,164.49838789999995
39692,Uruguay,URY,Women,1996,162.1282089,159.268953,164.86881090000003
39793,Uzbekistan,UZB,Women,1996,157.8159752,156.52776200000002,159.0969409
39894,Vanuatu,VUT,Women,1996,158.1717491,156.1530365,160.2642306
39995,Venezuela,VEN,Women,1996,157.435303,155.2619323,159.57965259999997
40096,Viet Nam,VNM,Women,1996,153.59350759999995,152.4694041,154.713837
40197,Yemen,YEM,Women,1996,153.9703771,152.6861156,155.2965836
40298,Zambia,ZMB,Women,1996,155.8213586,154.84229140000005,156.81891159999995
40399,Zimbabwe,ZWE,Women,1996,158.2151861,157.0612021,159.4147028
