iso,sex,year,bmi,lower95ci,upper95ci,obese_pc,obese_lower95ci,obese_upper95ci
AFG,Men,1975,18.99944015,16.33111938,21.76307681,0.002077545,0.000383525,0.006515487
COM,Men,1987,21.21223542,19.67878964,22.75529786,0.008316799,0.002736587,0.019085825
COK,Women,1975,28.98816474,26.35985948,31.61257362,0.359538271,0.255615419,0.469956054
DJI,Women,1985,23.54341013,20.42505091,26.70934191,0.099452911,0.054829162,0.156815797
FRA,Women,1995,24.40691151,23.79559093,25.0222244,0.159790368,0.122057375,0.202200488
JPN,Men,1987,22.53064761,22.3380566,22.72270215,0.010893651,0.007790776,0.01474093
MKD,Women,1996,25.42387883,24.09995635,26.77302155,0.183430428,0.128060795,0.247452405
SVK,Women,1990,24.98538281,24.17400683,25.83463937,0.150872811,0.106446513,0.200940743
SWE,Men,1982,24.10647298,23.74825837,24.46210899,0.091508079,0.068023464,0.119301089
AFG,Men,1976,19.10551823,16.50007724,21.80110897,0.002236829,0.00043717,0.006820353
AFG,Men,1977,19.21208022,16.6465068,21.8420206,0.002410114,0.000497358,0.007178988
AFG,Men,1978,19.31905253,16.7868986,21.87651596,0.002598674,0.000558765,0.00756711
AFG,Men,1979,19.4259518,16.95000199,21.93063433,0.002803615,0.000635809,0.008026031
AFG,Men,1980,19.53292264,17.10777391,22.01086857,0.003026073,0.000707037,0.00840554
AFG,Men,1981,19.63799768,17.23236703,22.08849123,0.003263622,0.000794044,0.008855867
AFG,Men,1982,19.74166976,17.35738307,22.1644967,0.00351722,0.000875384,0.009306667
AFG,Men,1983,19.843253,17.48667193,22.26684633,0.003787228,0.000977954,0.009943739
AFG,Men,1984,19.94343635,17.65017008,22.32842105,0.00407454,0.001090563,0.010396051
AFG,Men,1985,20.04144409,17.77293858,22.36827153,0.00438106,0.001216563,0.010976545
AFG,Men,1986,20.13723046,17.86977247,22.43304026,0.0047074,0.001359495,0.011589436
AFG,Men,1987,20.23119765,17.97305227,22.49679436,0.005055633,0.001488784,0.012309386
AFG,Men,1988,20.32325802,18.09100662,22.56179585,0.005425863,0.001627871,0.013042025
AFG,Men,1989,20.41366369,18.20046766,22.63985025,0.005820096,0.001788261,0.013869438
AFG,Men,1990,20.50280452,18.27313139,22.71003488,0.006240354,0.00196378,0.014747966
AFG,Men,1991,20.59086055,18.35357783,22.79795525,0.006690215,0.002138298,0.015805668
AFG,Men,1992,20.67762822,18.45285097,22.87935461,0.007169901,0.002352077,0.016820512
AFG,Men,1993,20.76353917,18.53451004,22.97676338,0.007680489,0.002589071,0.017770983
AFG,Men,1994,20.84882813,18.62388128,23.05512816,0.008223772,0.002842768,0.01892512
AFG,Men,1995,20.93384699,18.72314219,23.14267279,0.008803815,0.00311284,0.01982011
AFG,Men,1996,21.01952527,18.81002534,23.22435932,0.009420684,0.003396803,0.020892461
AFG,Men,1997,21.1060795,18.90861024,23.31706918,0.010076899,0.003702953,0.022072425
AFG,Men,1998,21.19377909,18.9901942,23.40268115,0.010772618,0.004016221,0.023355814
AFG,Men,1999,21.281575,19.08586043,23.48663844,0.011512076,0.004330399,0.024735883
AFG,Men,2000,21.36950574,19.1534231,23.55967461,0.012296558,0.004711694,0.026175695
AFG,Men,2001,21.45684626,19.22632282,23.64116784,0.01312875,0.005101728,0.027750477
AFG,Men,2002,21.54346323,19.30123879,23.72782683,0.01401133,0.005522263,0.02945645
AFG,Men,2003,21.6282274,19.39487672,23.83024239,0.014947131,0.006001963,0.031181328
AFG,Men,2004,21.71044689,19.47677931,23.9123414,0.015937333,0.006489499,0.032794744
AFG,Men,2005,21.79068685,19.54838349,24.01043633,0.016984155,0.006968421,0.034707872
AFG,Men,2006,21.86935021,19.62264859,24.08329266,0.018096413,0.007524645,0.036390859
AFG,Men,2007,21.94726997,19.68102637,24.21846965,0.019275125,0.008051827,0.038613248
AFG,Men,2008,22.02480215,19.74967,24.30596217,0.020525161,0.008708571,0.04107466
AFG,Men,2009,22.1029582,19.80945129,24.40806922,0.021848765,0.00936056,0.04335694
AFG,Men,2010,22.18156918,19.84973469,24.50589499,0.023247294,0.009992367,0.046056119
AFG,Men,2011,22.26185019,19.89661038,24.61656942,0.024727956,0.010627346,0.048786218
AFG,Men,2012,22.3438711,19.95640682,24.73388553,0.026299506,0.01127946,0.05194246
AFG,Men,2013,22.42778543,20.02214098,24.86011901,0.027968292,0.011952829,0.055074853
AFG,Men,2014,22.51238634,20.07885689,24.98840973,0.029738554,0.012533519,0.058552107
AFG,Men,2015,22.59727899,20.11548127,25.11608775,0.031615078,0.013295318,0.062084264
AFG,Men,2016,22.68245614,20.15747542,25.24185657,0.033603394,0.013883615,0.066334066
ALB,Men,1975,23.8759248,21.74563891,26.08399282,0.04629979,0.017554323,0.095337059
ALB,Men,1976,23.94172202,21.91810051,26.03825409,0.048041427,0.019164748,0.096099851
ALB,Men,1977,24.00803306,22.09420686,25.9939815,0.049880402,0.020646132,0.097001791
ALB,Men,1978,24.07459838,22.27027927,25.96278404,0.051804326,0.022392171,0.09831223
ALB,Men,1979,24.14112228,22.41563451,25.96209097,0.053822435,0.023933092,0.099754025
ALB,Men,1980,24.20760428,22.55446852,25.94898382,0.05593268,0.025547135,0.100957621
ALB,Men,1981,24.27426262,22.67517097,25.93171056,0.05813686,0.027228734,0.102933586
ALB,Men,1982,24.34075742,22.79427378,25.93743253,0.060431057,0.028930541,0.10531839
ALB,Men,1983,24.40636409,22.91893695,25.92798494,0.062823218,0.030555035,0.107836551
ALB,Men,1984,24.47104797,23.03864302,25.96395917,0.065313207,0.032418221,0.110883129
ALB,Men,1985,24.53421946,23.12922142,25.99752608,0.067897072,0.034473592,0.113999872
ALB,Men,1986,24.59548918,23.23223658,26.01900413,0.070572686,0.036480474,0.117435115
ALB,Men,1987,24.65456347,23.33257959,26.04241074,0.07333675,0.038658051,0.120648386
ALB,Men,1988,24.71117563,23.4334214,26.06386856,0.076187552,0.040760011,0.123764339
ALB,Men,1989,24.76571186,23.52925193,26.05751705,0.079127961,0.042979165,0.127711661
ALB,Men,1990,24.81864139,23.60857392,26.09066792,0.082155833,0.045446905,0.130779529
ALB,Men,1991,24.87248662,23.67590325,26.10040961,0.085353358,0.047993459,0.134162914
ALB,Men,1992,24.92776195,23.75862024,26.11920271,0.088714938,0.050481205,0.138733237
ALB,Men,1993,24.98529169,23.86045035,26.13513085,0.092232888,0.052899794,0.142144636
ALB,Men,1994,25.04569065,23.95793286,26.15910066,0.095913124,0.055719127,0.146648346
ALB,Men,1995,25.10933569,24.05695936,26.18687108,0.099741354,0.05879371,0.151236006
ALB,Men,1996,25.17723059,24.15799581,26.21596831,0.10373757,0.0616583,0.155680518
ALB,Men,1997,25.24934363,24.26264495,26.2497736,0.107907713,0.064894828,0.159656842
ALB,Men,1998,25.32635192,24.38067761,26.29503784,0.112245638,0.068413136,0.164810483
ALB,Men,1999,25.40797639,24.48611304,26.32582739,0.116740406,0.072382411,0.169848277
ALB,Men,2000,25.49308165,24.61600053,26.37135963,0.121373541,0.076196467,0.174914926
ALB,Men,2001,25.58343886,24.75084763,26.42365458,0.126288103,0.080375696,0.180082468
ALB,Men,2002,25.67802931,24.89498442,26.47112091,0.13147036,0.084412741,0.186038669
ALB,Men,2003,25.77613126,25.02959217,26.52963455,0.136904109,0.088701803,0.191961839
ALB,Men,2004,25.87671391,25.16006863,26.60363279,0.142570306,0.093400744,0.198282874
ALB,Men,2005,25.97969087,25.28018025,26.68720546,0.148449462,0.098164653,0.205457907
ALB,Men,2006,26.08452347,25.39865588,26.77276575,0.154572477,0.103372257,0.212923386
ALB,Men,2007,26.19041371,25.51221277,26.8662792,0.160907967,0.108392971,0.220889681
ALB,Men,2008,26.29694754,25.62618708,26.97452643,0.167436952,0.113800508,0.229079656
ALB,Men,2009,26.40341746,25.71667254,27.09838877,0.174134776,0.11908007,0.237323152
ALB,Men,2010,26.50991056,25.80063792,27.22706555,0.180975918,0.125002138,0.245553806
ALB,Men,2011,26.61704145,25.86958855,27.37487131,0.187911914,0.130370013,0.253922576
ALB,Men,2012,26.72517754,25.90717524,27.54584839,0.194928719,0.135470393,0.262217777
ALB,Men,2013,26.83524213,25.94805199,27.73613928,0.202020919,0.140034869,0.272090824
ALB,Men,2014,26.94717003,25.95393695,27.92507357,0.209201809,0.144395646,0.282264892
ALB,Men,2015,27.06083759,25.96814689,28.12196517,0.216460013,0.149416691,0.290957217
ALB,Men,2016,27.17447081,25.97517011,28.33825558,0.223735443,0.153333508,0.300834342
DZA,Men,1975,21.31656431,19.12407644,23.60185918,0.029323852,0.01026828,0.062773638
DZA,Men,1976,21.39317254,19.30650067,23.55649065,0.030709378,0.011276,0.063938617
DZA,Men,1977,21.47196189,19.47363347,23.53322785,0.032222968,0.012400887,0.064870975
DZA,Men,1978,21.55253294,19.65338494,23.52277696,0.033867595,0.013696822,0.066641646
DZA,Men,1979,21.63537939,19.8086394,23.5260495,0.035644147,0.01485517,0.068625308
DZA,Men,1980,21.72005242,19.97728228,23.53485717,0.037553393,0.016225754,0.07024661
DZA,Men,1981,21.8074752,20.14964715,23.50656629,0.039648081,0.01778945,0.072707004
DZA,Men,1982,21.89745233,20.32312977,23.53320625,0.041927115,0.019333346,0.075417345
DZA,Men,1983,21.98906518,20.4912598,23.53960365,0.04438482,0.020997021,0.078522245
DZA,Men,1984,22.08252987,20.63208339,23.56587038,0.047018101,0.022732945,0.081753223
DZA,Men,1985,22.17713942,20.78973658,23.59518068,0.049822187,0.02498893,0.084770838
DZA,Men,1986,22.27185732,20.92430938,23.64368488,0.052765112,0.027192816,0.088466366
DZA,Men,1987,22.36680091,21.08708957,23.67628948,0.055855773,0.029225337,0.092249386
DZA,Men,1988,22.46155287,21.222991,23.73681364,0.059079282,0.031452859,0.095876624
DZA,Men,1989,22.55645142,21.35891127,23.77071997,0.062441837,0.03399747,0.099687279
DZA,Men,1990,22.65048258,21.49510433,23.82193943,0.065932216,0.036323425,0.103766306
DZA,Men,1991,22.74367297,21.61825703,23.87725061,0.06952683,0.039148449,0.108294649
DZA,Men,1992,22.83664243,21.7562685,23.92828107,0.073242944,0.041797947,0.112602574
DZA,Men,1993,22.92889251,21.88831778,23.98228278,0.07707888,0.044619587,0.117411079
DZA,Men,1994,23.01996339,22.02062025,24.02306198,0.081035548,0.047659572,0.122700808
DZA,Men,1995,23.10986424,22.16044734,24.08174298,0.085115347,0.05045771,0.127991982
DZA,Men,1996,23.19848305,22.29064618,24.12378351,0.089327161,0.053729065,0.133060318
DZA,Men,1997,23.28530832,22.40064809,24.17819914,0.093671986,0.056982876,0.137826055
DZA,Men,1998,23.37129969,22.52759169,24.22876785,0.098146089,0.060566164,0.143312049
DZA,Men,1999,23.45590727,22.66712139,24.27782148,0.10277011,0.064606917,0.148644661
DZA,Men,2000,23.53687812,22.78596398,24.3148336,0.107541118,0.068282192,0.15411144
DZA,Men,2001,23.61528689,22.89376678,24.36139592,0.112458691,0.072260429,0.160123827
DZA,Men,2002,23.69203495,22.99642668,24.40282822,0.117536132,0.076831302,0.166060807
DZA,Men,2003,23.76777048,23.08766671,24.44694369,0.122773328,0.081067828,0.172504978
DZA,Men,2004,23.84326152,23.18848775,24.5097097,0.128186687,0.085615725,0.178592305
DZA,Men,2005,23.91810353,23.2660447,24.57517351,0.133787705,0.090199128,0.184347367
DZA,Men,2006,23.99328618,23.31845374,24.64637796,0.139569767,0.094699275,0.190439089
DZA,Men,2007,24.07101123,23.37384504,24.74302794,0.145524104,0.099470764,0.197237063
DZA,Men,2008,24.15330378,23.4266577,24.85993207,0.151678229,0.10430599,0.204851623
DZA,Men,2009,24.23944194,23.4727853,24.98445735,0.15802627,0.109093171,0.212702717
DZA,Men,2010,24.32793414,23.49906238,25.12097635,0.164562112,0.114033142,0.221721268
DZA,Men,2011,24.41764774,23.51307203,25.27225371,0.171217419,0.118854634,0.231459247
DZA,Men,2012,24.50780301,23.52491868,25.4484269,0.178000743,0.123576807,0.239368171
DZA,Men,2013,24.59774192,23.52836745,25.62645677,0.184941801,0.12877321,0.249084874
DZA,Men,2014,24.68790379,23.52960336,25.80011038,0.19204279,0.13275162,0.258383319
DZA,Men,2015,24.77725397,23.52035207,25.99609976,0.199292626,0.137239354,0.269254998
DZA,Men,2016,24.86538555,23.48732135,26.22029355,0.20666228,0.141854162,0.279978982
ASM,Men,1975,29.02774011,28.15378835,29.90434463,0.299438828,0.210846771,0.399462408
ASM,Men,1976,29.30837542,28.51740356,30.10723508,0.306821747,0.220357311,0.403779797
ASM,Men,1977,29.58866223,28.8667136,30.32557239,0.314289574,0.22949602,0.407381497
ASM,Men,1978,29.86913887,29.19917634,30.54838075,0.321843741,0.238799392,0.41210311
ASM,Men,1979,30.14828743,29.51486936,30.78595419,0.329502631,0.248456014,0.418812291
ASM,Men,1980,30.42476025,29.82232333,31.0344588,0.337244473,0.257387392,0.424998161
ASM,Men,1981,30.69951744,30.10810862,31.29867578,0.345293257,0.266377515,0.430978878
ASM,Men,1982,30.97150166,30.3894009,31.55419178,0.35358927,0.276077845,0.436742552
ASM,Men,1983,31.2383956,30.6637575,31.81936307,0.362093707,0.285322752,0.443541958
ASM,Men,1984,31.49826602,30.92571166,32.0868273,0.370781117,0.294660354,0.45052095
ASM,Men,1985,31.74953773,31.18057555,32.34502242,0.379609326,0.30423743,0.457659688
ASM,Men,1986,31.98993169,31.4262306,32.590762,0.388504386,0.313430981,0.465318958
ASM,Men,1987,32.21747642,31.64955143,32.8249017,0.397411222,0.321961079,0.474209467
ASM,Men,1988,32.43043891,31.85835487,33.0285113,0.406253696,0.330062901,0.481701187
ASM,Men,1989,32.62713974,32.05820212,33.22485902,0.415040406,0.339639005,0.49005165
ASM,Men,1990,32.80604215,32.23817492,33.410712,0.423711423,0.348506157,0.498786275
ASM,Men,1991,32.9680449,32.39930968,33.56687346,0.432415834,0.356816742,0.506531931
ASM,Men,1992,33.11108144,32.5364316,33.71691701,0.441070066,0.364957819,0.514709884
ASM,Men,1993,33.23442032,32.65707452,33.83752035,0.449685108,0.374279719,0.522317188
ASM,Men,1994,33.3361729,32.75401873,33.94209365,0.458231322,0.383065554,0.530854902
ASM,Men,1995,33.41583009,32.82750092,34.0112938,0.466673852,0.391933919,0.539153023
ASM,Men,1996,33.47543186,32.8937682,34.06008683,0.474894594,0.401364693,0.546715368
ASM,Men,1997,33.51657515,32.93914924,34.08974564,0.4829038,0.41004875,0.553970445
ASM,Men,1998,33.5421731,32.95792768,34.11044425,0.49069619,0.41856789,0.56194662
ASM,Men,1999,33.55468181,32.9754385,34.11403294,0.498293059,0.426728532,0.568941567
ASM,Men,2000,33.55654846,32.98240607,34.11968827,0.505680088,0.43531003,0.575467754
ASM,Men,2001,33.54555315,32.95407684,34.11702868,0.512554402,0.442958471,0.582317417
ASM,Men,2002,33.52482326,32.9249222,34.11406452,0.518958272,0.44936585,0.588069825
ASM,Men,2003,33.4968854,32.87181034,34.11771082,0.524965876,0.455535081,0.593693829
ASM,Men,2004,33.46450436,32.80931786,34.11624022,0.530633781,0.461622004,0.599050153
ASM,Men,2005,33.42977254,32.72869316,34.12472453,0.536051209,0.466872684,0.604528479
ASM,Men,2006,33.3933362,32.64422893,34.12970338,0.54123491,0.472454683,0.609293055
ASM,Men,2007,33.35639821,32.54191066,34.14764541,0.546264065,0.477013801,0.61477292
ASM,Men,2008,33.32038989,32.42732665,34.16779049,0.551144938,0.481508165,0.620295311
ASM,Men,2009,33.28521654,32.32646132,34.20013481,0.555910418,0.484957217,0.625558019
ASM,Men,2010,33.25046616,32.20310268,34.24378862,0.560582684,0.488077586,0.630724163
ASM,Men,2011,33.21720688,32.05359925,34.30205218,0.56521049,0.49045596,0.636254871
ASM,Men,2012,33.1851278,31.9276939,34.35102647,0.569793693,0.493912204,0.642219812
ASM,Men,2013,33.15407533,31.80420545,34.42009064,0.574317723,0.496689357,0.647893917
ASM,Men,2014,33.12424455,31.64717499,34.50624408,0.578794154,0.498928536,0.654513466
ASM,Men,2015,33.09525727,31.50549258,34.569207,0.583195453,0.500502624,0.659705461
ASM,Men,2016,33.0667207,31.33867796,34.66244732,0.587546252,0.502605795,0.666354544
AND,Men,1975,25.12443839,22.46178266,27.87499719,0.100887087,0.04911788,0.168725603
AND,Men,1976,25.22917756,22.62322417,27.88921977,0.106260319,0.053959284,0.175366518
AND,Men,1977,25.32882675,22.79234537,27.91675053,0.1115793,0.058475417,0.18088316
AND,Men,1978,25.42495561,22.93192565,27.97402066,0.11684242,0.062743375,0.186066919
AND,Men,1979,25.51864042,23.06334275,28.022862,0.122098998,0.067153914,0.190832117
AND,Men,1980,25.61034737,23.20240318,28.06330805,0.127384726,0.071671685,0.195051579
AND,Men,1981,25.69871667,23.35223349,28.10209222,0.132590719,0.076011623,0.200824942
AND,Men,1982,25.78453927,23.45576007,28.13112124,0.137724355,0.080682674,0.20663588
AND,Men,1983,25.86800857,23.57106108,28.14762981,0.142826838,0.084709586,0.212215292
AND,Men,1984,25.949672,23.68119524,28.21702876,0.147905826,0.089207149,0.217270038
AND,Men,1985,26.0298081,23.7781987,28.29122682,0.152990435,0.093831871,0.222695718
AND,Men,1986,26.10414832,23.87050057,28.3656048,0.157797355,0.097500926,0.227815119
AND,Men,1987,26.17389023,23.92111743,28.41238944,0.162382075,0.101273291,0.233315836
AND,Men,1988,26.24066755,23.99566998,28.46362496,0.166768046,0.104502741,0.237604078
AND,Men,1989,26.30497188,24.06098632,28.50236876,0.170997935,0.108225698,0.242608028
AND,Men,1990,26.36781755,24.10091068,28.52399773,0.175112948,0.111977025,0.24690538
AND,Men,1991,26.42891547,24.17738373,28.56981322,0.179100618,0.115163627,0.250843164
AND,Men,1992,26.48933087,24.27683453,28.64635237,0.182993802,0.118574762,0.255018337
AND,Men,1993,26.55016151,24.34303414,28.68211064,0.186824068,0.121623482,0.258910046
AND,Men,1994,26.6119514,24.41374759,28.73993946,0.190619946,0.125501173,0.262916992
AND,Men,1995,26.67566249,24.48904448,28.80588027,0.194405068,0.129060227,0.266809798
AND,Men,1996,26.74123568,24.56087401,28.88365172,0.198183257,0.132517126,0.271044203
AND,Men,1997,26.80692754,24.6487425,28.9301359,0.201948728,0.136079735,0.275758833
AND,Men,1998,26.87252436,24.71638537,28.99303301,0.205691689,0.139698002,0.279008157
AND,Men,1999,26.93825566,24.79560865,29.07216098,0.209414614,0.142779405,0.282656704
AND,Men,2000,27.00349421,24.86443396,29.12355514,0.213122398,0.146234206,0.286117313
AND,Men,2001,27.06797411,24.93116626,29.18742885,0.216756413,0.149278295,0.290074187
AND,Men,2002,27.13061799,25.00137563,29.27215984,0.220319449,0.152938532,0.293556306
AND,Men,2003,27.19091908,25.06147368,29.35236086,0.223830457,0.156611019,0.296088485
AND,Men,2004,27.24799903,25.11193631,29.42108255,0.227303135,0.160079291,0.298350599
AND,Men,2005,27.29948586,25.16415544,29.48241806,0.230747216,0.163323713,0.302847591
AND,Men,2006,27.34517188,25.19675243,29.52962397,0.234120914,0.166569416,0.307184545
AND,Men,2007,27.38383724,25.20922637,29.57158047,0.237445769,0.169393253,0.310421773
AND,Men,2008,27.41471644,25.20943102,29.61250413,0.240728992,0.171718715,0.313748527
AND,Men,2009,27.43791512,25.2154114,29.67455923,0.24398699,0.174429805,0.318769782
AND,Men,2010,27.45355031,25.21686934,29.70819123,0.247252302,0.17703846,0.323890564
AND,Men,2011,27.46293149,25.19619787,29.75047139,0.250498925,0.179493833,0.327958677
AND,Men,2012,27.46757086,25.16684146,29.79626775,0.253779296,0.180807916,0.332887169
AND,Men,2013,27.46988628,25.13710228,29.8239579,0.257092696,0.18180996,0.337662315
AND,Men,2014,27.47202023,25.10320033,29.86550224,0.260458289,0.183355658,0.342488929
AND,Men,2015,27.47462216,25.02511644,29.94801268,0.263911739,0.184470785,0.348587462
AND,Men,2016,27.47839497,24.98883085,30.00197711,0.267498464,0.186223018,0.354722533
AGO,Men,1975,18.71283864,15.68431388,21.84623842,0.002603366,0.000390268,0.008735683
AGO,Men,1976,18.81937435,15.89421338,21.87408891,0.002772544,0.000447668,0.009022669
AGO,Men,1977,18.92606933,16.07215612,21.91097088,0.002955843,0.000513654,0.009343949
AGO,Men,1978,19.03234607,16.26371127,21.94519848,0.003154636,0.0005694,0.009698602
AGO,Men,1979,19.13851696,16.43261559,21.96670085,0.003370612,0.000637402,0.010118625
AGO,Men,1980,19.24433743,16.59646654,21.99385655,0.003604104,0.000720355,0.010544942
AGO,Men,1981,19.35062132,16.76223052,22.06008945,0.003857801,0.00082069,0.010947015
AGO,Men,1982,19.45629676,16.92660378,22.11473337,0.004132812,0.000921394,0.011578231
AGO,Men,1983,19.56200525,17.06099597,22.18797537,0.004430158,0.001029444,0.012189233
AGO,Men,1984,19.66683191,17.20752681,22.28041399,0.004751245,0.001150465,0.012782781
AGO,Men,1985,19.77039364,17.32088907,22.32586454,0.005097193,0.001275643,0.013611681
AGO,Men,1986,19.87315572,17.43571773,22.41010789,0.005473277,0.001412319,0.014316002
AGO,Men,1987,19.97472818,17.56845738,22.50283504,0.005880046,0.001569963,0.01486816
AGO,Men,1988,20.07514929,17.70245669,22.55998083,0.006317693,0.001749266,0.015796489
AGO,Men,1989,20.17468234,17.80582189,22.63378129,0.006789197,0.001914493,0.016630331
AGO,Men,1990,20.27246264,17.89919001,22.72370981,0.007294625,0.002113335,0.017589702
AGO,Men,1991,20.36796134,18.00746583,22.80644658,0.007836096,0.00232467,0.018476667
AGO,Men,1992,20.46114941,18.11377615,22.90037247,0.008416451,0.002560281,0.019594239
AGO,Men,1993,20.55228217,18.21048701,22.99266423,0.00903845,0.00281214,0.020925101
AGO,Men,1994,20.64107823,18.28220747,23.07605179,0.009704094,0.003069521,0.022127128
AGO,Men,1995,20.72828498,18.36599483,23.1563717,0.01041426,0.003356569,0.023563204
AGO,Men,1996,20.81544195,18.47066773,23.23002739,0.011172589,0.003668974,0.025005269
AGO,Men,1997,20.90190304,18.57873386,23.31236047,0.011983025,0.004005371,0.026334377
AGO,Men,1998,20.98838736,18.6553657,23.40387,0.012846118,0.004366937,0.027807127
AGO,Men,1999,21.0746715,18.73339881,23.50195315,0.013767466,0.004747241,0.029438211
AGO,Men,2000,21.16084534,18.82584624,23.59601169,0.014746939,0.0051626,0.03105617
AGO,Men,2001,21.24756836,18.91976195,23.66839287,0.01579329,0.005617894,0.032917239
AGO,Men,2002,21.3350444,19.0086756,23.76462283,0.016910006,0.006134076,0.035141369
AGO,Men,2003,21.42245528,19.07406852,23.84898188,0.018098649,0.006718892,0.03699492
AGO,Men,2004,21.50967157,19.17136056,23.93716601,0.01936248,0.007339762,0.039208953
AGO,Men,2005,21.59569525,19.25031364,24.03307506,0.020708136,0.007881677,0.04173538
AGO,Men,2006,21.68047209,19.32024079,24.12228995,0.022139115,0.008548385,0.044329402
AGO,Men,2007,21.76357357,19.40381026,24.2051562,0.023656664,0.009204147,0.046829463
AGO,Men,2008,21.84431603,19.47486701,24.30368554,0.025271199,0.009876128,0.049450884
AGO,Men,2009,21.92239025,19.52572403,24.37717509,0.026983068,0.010544887,0.052823827
AGO,Men,2010,21.99831533,19.59155204,24.45148223,0.028795925,0.011297686,0.056286396
AGO,Men,2011,22.07261159,19.60111287,24.53733786,0.030716688,0.011929722,0.060020273
AGO,Men,2012,22.14630885,19.65023928,24.63325399,0.0327564,0.012740537,0.063593007
AGO,Men,2013,22.2192578,19.67744011,24.7917732,0.034924529,0.013552418,0.06741367
AGO,Men,2014,22.29213236,19.70772544,24.90485486,0.03723275,0.014505413,0.071536476
AGO,Men,2015,22.36461265,19.74017591,25.04311567,0.039686145,0.015299872,0.076679256
AGO,Men,2016,22.43653817,19.73290276,25.1724876,0.042275557,0.016349099,0.081934751
ATG,Men,1975,22.49263928,19.84110135,25.28862279,0.024221777,0.007985,0.053583382
ATG,Men,1976,22.56370362,20.00916863,25.27273607,0.025250138,0.008758652,0.054862852
ATG,Men,1977,22.6358397,20.16341272,25.28984801,0.026370787,0.009554981,0.056374384
ATG,Men,1978,22.70912718,20.31536493,25.30269064,0.027579299,0.010339622,0.057748491
ATG,Men,1979,22.78365559,20.42189104,25.30685153,0.028873078,0.011243786,0.058959507
ATG,Men,1980,22.85876644,20.54053978,25.33442858,0.030248705,0.012266848,0.060752776
ATG,Men,1981,22.93434831,20.67116915,25.3463624,0.031689837,0.013295334,0.062518716
ATG,Men,1982,23.01061057,20.78197864,25.37110452,0.033203662,0.014209016,0.064655005
ATG,Men,1983,23.08688407,20.88894513,25.40997229,0.034793017,0.0152807,0.066725569
ATG,Men,1984,23.16335932,20.99759451,25.44768552,0.036454422,0.016396128,0.069102862
ATG,Men,1985,23.2397923,21.09889001,25.47795559,0.038193844,0.017520356,0.070902357
ATG,Men,1986,23.3163521,21.19111953,25.53289362,0.040010422,0.018563638,0.073394896
ATG,Men,1987,23.39316468,21.28804077,25.60151627,0.041916114,0.019753822,0.075791991
ATG,Men,1988,23.47063205,21.37107724,25.67249777,0.043909505,0.020952681,0.078804443
ATG,Men,1989,23.54866486,21.45711068,25.75090912,0.04598649,0.022141157,0.081170743
ATG,Men,1990,23.62747759,21.55124936,25.82657839,0.048152779,0.023440981,0.08372365
ATG,Men,1991,23.70526881,21.6204692,25.90137086,0.05033637,0.024900275,0.087119862
ATG,Men,1992,23.78291747,21.7308065,25.96869956,0.052545185,0.026278668,0.09020069
ATG,Men,1993,23.86161491,21.81279583,26.02460931,0.05477335,0.027711712,0.093212761
ATG,Men,1994,23.94178126,21.87841605,26.09840598,0.057037169,0.029239103,0.096237169
ATG,Men,1995,24.0236101,21.97382559,26.1793476,0.059341386,0.030808603,0.09919272
ATG,Men,1996,24.10619417,22.0506681,26.24696206,0.061669331,0.032402055,0.102042478
ATG,Men,1997,24.1896565,22.1162845,26.31414829,0.064024202,0.034034908,0.104543661
ATG,Men,1998,24.27440884,22.2159405,26.40449389,0.066423554,0.035684094,0.107131779
ATG,Men,1999,24.36004532,22.309103,26.4896125,0.068870584,0.037329776,0.110985155
ATG,Men,2000,24.44679745,22.39379702,26.57222194,0.071386587,0.039074928,0.114184253
ATG,Men,2001,24.53339668,22.47462496,26.67811598,0.073923575,0.040708894,0.117552547
ATG,Men,2002,24.61931782,22.5625083,26.7664445,0.07648612,0.042390285,0.12154859
ATG,Men,2003,24.70516501,22.63431165,26.85638023,0.079078003,0.044252382,0.124512897
ATG,Men,2004,24.79065097,22.72276439,26.94607136,0.081700561,0.046185436,0.127920384
ATG,Men,2005,24.8760207,22.79486749,27.03045428,0.084362573,0.047959373,0.131207421
ATG,Men,2006,24.96114369,22.87594303,27.13170411,0.087085841,0.049428452,0.134628389
ATG,Men,2007,25.04595771,22.92147087,27.21036309,0.089877718,0.051447258,0.139090634
ATG,Men,2008,25.13068316,22.96805405,27.29566226,0.092752933,0.053454859,0.14355721
ATG,Men,2009,25.21528378,23.02649947,27.39190643,0.095715982,0.055319587,0.148212083
ATG,Men,2010,25.30013302,23.07981789,27.51705613,0.098781817,0.056728097,0.153445567
ATG,Men,2011,25.38662689,23.11252189,27.65969017,0.101997254,0.058488638,0.158697055
ATG,Men,2012,25.47325038,23.18973666,27.78532284,0.10538347,0.060303557,0.16526794
ATG,Men,2013,25.56026357,23.23934353,27.92100804,0.108949836,0.06195369,0.170316112
ATG,Men,2014,25.64770011,23.2849769,28.0820941,0.112705917,0.063349758,0.177884408
ATG,Men,2015,25.73584965,23.33045931,28.21241078,0.116661491,0.065293953,0.185016498
ATG,Men,2016,25.82569643,23.34175522,28.36905041,0.120878285,0.06658546,0.192310445
ARG,Men,1975,24.7818827,23.14129026,26.49384288,0.093548345,0.04782663,0.157487955
ARG,Men,1976,24.85258051,23.33176792,26.44319018,0.096755254,0.051046721,0.158699942
